datetime,open,high,low,close,volume,stock_code,stock_name
2025-06-27 09:00:00,60100.0,60220.2,59979.8,60100.0,222313,005930,삼성전자
2025-06-27 09:05:00,60100.0,60229.192307692305,59979.8,60108.97435897436,222313,005930,삼성전자
2025-06-27 09:10:00,60100.0,60238.18461538461,59979.8,60117.94871794872,222313,005930,삼성전자
2025-06-27 09:15:00,60100.0,60247.17692307693,59979.8,60126.92307692308,222313,005930,삼성전자
2025-06-27 09:20:00,60100.89743589744,60256.169230769236,59980.69564102564,60135.89743589744,222313,005930,삼성전자
2025-06-27 09:25:00,60109.8717948718,60265.16153846154,59989.65205128205,60144.8717948718,222313,005930,삼성전자
2025-06-27 09:30:00,60118.846153846156,60274.15384615385,59998.60846153846,60153.846153846156,222313,005930,삼성전자
2025-06-27 09:35:00,60127.820512820515,60283.14615384616,60007.56487179487,60162.820512820515,222313,005930,삼성전자
2025-06-27 09:40:00,60136.794871794875,60292.13846153847,60016.52128205128,60171.794871794875,222313,005930,삼성전자
2025-06-27 09:45:00,60145.769230769234,60301.130769230775,60025.47769230769,60180.769230769234,222313,005930,삼성전자
2025-06-27 09:50:00,60154.743589743586,60310.123076923075,60034.4341025641,60189.743589743586,222313,005930,삼성전자
2025-06-27 09:55:00,60163.717948717946,60319.11538461538,60043.39051282051,60198.717948717946,222313,005930,삼성전자
2025-06-27 10:00:00,60172.692307692305,60328.10769230769,60052.34692307692,60207.692307692305,222313,005930,삼성전자
2025-06-27 10:05:00,60181.666666666664,60337.1,60061.30333333333,60216.666666666664,222313,005930,삼성전자
2025-06-27 10:10:00,60190.64102564102,60346.092307692306,60070.25974358974,60225.64102564102,222313,005930,삼성전자
2025-06-27 10:15:00,60199.61538461538,60355.084615384614,60079.21615384615,60234.61538461538,222313,005930,삼성전자
2025-06-27 10:20:00,60208.58974358974,60364.07692307692,60088.17256410256,60243.58974358974,222313,005930,삼성전자
2025-06-27 10:25:00,60217.5641025641,60373.06923076923,60097.12897435897,60252.5641025641,222313,005930,삼성전자
2025-06-27 10:30:00,60226.53846153846,60382.06153846154,60106.085384615384,60261.53846153846,222313,005930,삼성전자
2025-06-27 10:35:00,60235.51282051282,60391.053846153845,60115.041794871795,60270.51282051282,222313,005930,삼성전자
2025-06-27 10:40:00,60244.48717948718,60400.04615384615,60123.998205128206,60279.48717948718,222313,005930,삼성전자
2025-06-27 10:45:00,60253.46153846154,60409.03846153846,60132.95461538462,60288.46153846154,222313,005930,삼성전자
2025-06-27 10:50:00,60262.4358974359,60418.03076923077,60141.91102564103,60297.4358974359,222313,005930,삼성전자
2025-06-27 10:55:00,60271.41025641026,60427.02307692308,60150.86743589744,60306.41025641026,222313,005930,삼성전자
2025-06-27 11:00:00,60280.38461538462,60436.015384615384,60159.82384615385,60315.38461538462,222313,005930,삼성전자
2025-06-27 11:05:00,60289.35897435898,60445.00769230769,60168.78025641026,60324.35897435898,222313,005930,삼성전자
2025-06-27 11:10:00,60298.333333333336,60454.0,60177.73666666667,60333.333333333336,222313,005930,삼성전자
2025-06-27 11:15:00,60307.307692307695,60462.99230769231,60186.69307692308,60342.307692307695,222313,005930,삼성전자
2025-06-27 11:20:00,60316.282051282054,60471.984615384616,60195.64948717949,60351.282051282054,222313,005930,삼성전자
2025-06-27 11:25:00,60325.256410256414,60480.97692307692,60204.605897435904,60360.256410256414,222313,005930,삼성전자
2025-06-27 11:30:00,60334.230769230766,60489.969230769224,60213.56230769231,60369.230769230766,222313,005930,삼성전자
2025-06-27 11:35:00,60343.205128205125,60498.96153846154,60222.51871794872,60378.205128205125,222313,005930,삼성전자
2025-06-27 11:40:00,60352.179487179485,60507.95384615385,60231.47512820512,60387.179487179485,222313,005930,삼성전자
2025-06-27 11:45:00,60361.153846153844,60516.946153846155,60240.43153846153,60396.153846153844,222313,005930,삼성전자
2025-06-27 11:50:00,60370.1282051282,60525.93846153846,60249.387948717944,60405.1282051282,222313,005930,삼성전자
2025-06-27 11:55:00,60379.10256410256,60534.93076923077,60258.344358974355,60414.10256410256,222313,005930,삼성전자
2025-06-27 12:00:00,60388.07692307692,60543.92307692308,60267.300769230766,60423.07692307692,222313,005930,삼성전자
2025-06-27 12:05:00,60397.05128205128,60552.915384615386,60276.25717948718,60432.05128205128,222313,005930,삼성전자
2025-06-27 12:10:00,60406.02564102564,60561.907692307694,60285.21358974359,60441.02564102564,222313,005930,삼성전자
2025-06-27 12:15:00,60415.0,60570.9,60294.17,60450.0,222313,005930,삼성전자
2025-06-27 12:20:00,60423.97435897436,60579.89230769231,60303.12641025641,60458.97435897436,222313,005930,삼성전자
2025-06-27 12:25:00,60432.94871794872,60588.88461538462,60312.08282051282,60467.94871794872,222313,005930,삼성전자
2025-06-27 12:30:00,60441.92307692308,60597.876923076925,60321.03923076923,60476.92307692308,222313,005930,삼성전자
